SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22013,2544,0021301192,"Apr 12, 2014",MIA @ ATL,L,37,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,-13,1
22013,2544,0021301180,"Apr 11, 2014",MIA vs. IND,W,35,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,13,1
22013,2544,0021301167,"Apr 09, 2014",MIA @ MEM,L,41,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,-8,1
22013,2544,0021301158,"Apr 08, 2014",MIA vs. BKN,L,37,9,16,0.563,0,3,0.0,11,14,0.786,1,9,10,6,2,0,3,0,29,-2,1
22013,2544,0021301149,"Apr 06, 2014",MIA vs. NYK,W,43,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,2,1
22013,2544,0021301135,"Apr 04, 2014",MIA vs. MIN,L,48,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,7,1
22013,2544,0021301121,"Apr 02, 2014",MIA vs. MIL,W,29,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,18,1
22013,2544,0021301105,"Mar 31, 2014",MIA vs. TOR,W,39,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,22,1
22013,2544,0021301091,"Mar 29, 2014",MIA @ MIL,W,30,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,19,1
22013,2544,0021301079,"Mar 28, 2014",MIA @ DET,W,30,7,13,0.538,1,3,0.333,2,2,1.0,2,8,10,12,1,0,1,0,17,32,1
22013,2544,0021301067,"Mar 26, 2014",MIA @ IND,L,43,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,2,1
22013,2544,0021301049,"Mar 24, 2014",MIA vs. POR,W,38,13,23,0.565,0,1,0.0,6,9,0.667,4,2,6,5,4,0,5,2,32,4,1
22013,2544,0021301036,"Mar 22, 2014",MIA @ NOP,L,42,10,18,0.556,2,4,0.5,3,3,1.0,1,7,8,9,0,1,3,1,25,-6,1
22013,2544,0021301027,"Mar 21, 2014",MIA vs. MEM,W,38,7,14,0.5,0,2,0.0,1,2,0.5,1,5,6,7,2,1,3,0,15,4,1
22013,2544,0021301003,"Mar 18, 2014",MIA @ CLE,W,42,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,43,11,1
22013,2544,0021300989,"Mar 16, 2014",MIA vs. HOU,W,43,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,11,1
22013,2544,0021300976,"Mar 14, 2014",MIA vs. DEN,L,40,8,17,0.471,0,4,0.0,5,7,0.714,0,6,6,6,1,0,4,3,21,-8,1
22013,2544,0021300957,"Mar 12, 2014",MIA vs. BKN,L,38,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,19,2,1
22013,2544,0021300945,"Mar 10, 2014",MIA vs. WAS,W,37,10,15,0.667,3,4,0.75,0,0,0.0,2,5,7,8,3,0,3,3,23,16,1
22013,2544,0021300934,"Mar 09, 2014",MIA @ CHI,L,45,8,23,0.348,1,3,0.333,0,0,0.0,1,8,9,8,3,1,4,1,17,6,1
22013,2544,0021300914,"Mar 06, 2014",MIA @ SAS,L,38,6,18,0.333,0,3,0.0,7,9,0.778,3,5,8,7,2,0,5,5,19,-10,1
22013,2544,0021300900,"Mar 04, 2014",MIA @ HOU,L,37,9,18,0.5,0,3,0.0,4,6,0.667,1,0,1,6,3,0,1,1,22,-15,1
22013,2544,0021300893,"Mar 03, 2014",MIA vs. CHA,W,41,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,16,1
22013,2544,0021300874,"Mar 01, 2014",MIA vs. ORL,W,31,8,12,0.667,0,2,0.0,4,5,0.8,1,8,9,7,4,0,2,1,20,14,2
22013,2544,0021300865,"Feb 27, 2014",MIA vs. NYK,W,37,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,31,21,1
22013,2544,0021300813,"Feb 20, 2014",MIA @ OKC,W,33,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,9,1
22013,2544,0021300798,"Feb 18, 2014",MIA @ DAL,W,38,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,19,1
22013,2544,0021300788,"Feb 12, 2014",MIA @ GSW,W,42,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,36,-2,1
22013,2544,0021300774,"Feb 11, 2014",MIA @ PHX,W,41,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,37,8,1
22013,2544,0021300755,"Feb 08, 2014",MIA @ UTA,L,39,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,0,1
22013,2544,0021300736,"Feb 05, 2014",MIA @ LAC,W,41,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,31,3,1
22013,2544,0021300713,"Feb 03, 2014",MIA vs. DET,W,38,9,19,0.474,0,3,0.0,6,8,0.75,1,7,8,11,2,2,1,1,24,6,1
22013,2544,0021300705,"Feb 01, 2014",MIA @ NYK,W,39,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,30,14,1
22013,2544,0021300675,"Jan 29, 2014",MIA vs. OKC,L,42,12,20,0.6,1,5,0.2,9,9,1.0,1,2,3,3,0,0,3,1,34,-17,1
22013,2544,0021300654,"Jan 26, 2014",MIA vs. SAS,W,28,8,15,0.533,1,3,0.333,1,1,1.0,0,7,7,6,1,0,4,4,18,21,1
22013,2544,0021300631,"Jan 23, 2014",MIA vs. LAL,W,37,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,4,1
22013,2544,0021300617,"Jan 21, 2014",MIA vs. BOS,W,39,10,19,0.526,0,4,0.0,9,11,0.818,1,7,8,4,2,0,3,1,29,10,1
22013,2544,0021300612,"Jan 20, 2014",MIA @ ATL,L,39,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,0,1
22013,2544,0021300593,"Jan 18, 2014",MIA @ CHA,W,45,13,25,0.52,0,3,0.0,8,10,0.8,2,6,8,6,1,0,2,4,34,15,1
22013,2544,0021300583,"Jan 17, 2014",MIA @ PHI,W,37,7,13,0.538,0,1,0.0,7,8,0.875,1,7,8,10,2,1,3,3,21,17,1
22013,2544,0021300568,"Jan 15, 2014",MIA @ WAS,L,41,8,18,0.444,0,4,0.0,9,10,0.9,2,6,8,7,2,0,4,1,25,-15,1
22013,2544,0021300537,"Jan 10, 2014",MIA @ BKN,L,49,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,-1,1
22013,2544,0021300529,"Jan 09, 2014",MIA @ NYK,L,41,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,1,1
22013,2544,0021300511,"Jan 07, 2014",MIA vs. NOP,W,35,13,22,0.591,3,6,0.5,3,3,1.0,1,2,3,5,2,0,3,1,32,19,1
22013,2544,0021300500,"Jan 05, 2014",MIA vs. TOR,W,38,12,18,0.667,0,0,0.0,6,7,0.857,1,3,4,5,1,0,1,1,30,1,1
22013,2544,0021300490,"Jan 04, 2014",MIA @ ORL,W,36,5,13,0.385,0,1,0.0,5,8,0.625,1,7,8,8,1,0,3,1,15,17,1
22013,2544,0021300474,"Jan 02, 2014",MIA vs. GSW,L,40,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,-11,1
22013,2544,0021300457,"Dec 30, 2013",MIA @ DEN,W,40,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,4,1
