SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22016,2544,0021601197,"Apr 09, 2017",CLE @ ATL,L,47,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,2,1
22016,2544,0021601179,"Apr 07, 2017",CLE vs. ATL,L,41,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,-15,1
22016,2544,0021601169,"Apr 05, 2017",CLE @ BOS,W,39,14,22,0.636,1,4,0.25,7,7,1.0,2,8,10,6,1,2,3,3,36,32,1
22016,2544,0021601156,"Apr 04, 2017",CLE vs. ORL,W,37,7,14,0.5,0,3,0.0,4,6,0.667,1,10,11,11,2,1,6,2,18,17,1
22016,2544,0021601150,"Apr 02, 2017",CLE vs. IND,W,52,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,-1,1
22016,2544,0021601128,"Mar 31, 2017",CLE vs. PHI,W,30,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,31,1
22016,2544,0021601122,"Mar 30, 2017",CLE @ CHI,L,39,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,-3,1
22016,2544,0021601099,"Mar 27, 2017",CLE @ SAS,L,30,7,17,0.412,0,3,0.0,3,6,0.5,3,5,8,8,0,0,2,3,17,-13,1
22016,2544,0021601083,"Mar 25, 2017",CLE vs. WAS,L,41,10,21,0.476,0,4,0.0,4,6,0.667,3,8,11,8,0,1,3,2,24,-11,1
22016,2544,0021601073,"Mar 24, 2017",CLE @ CHA,W,40,9,14,0.643,0,1,0.0,14,16,0.875,0,9,9,11,1,2,4,2,32,1,1
22016,2544,0021601064,"Mar 22, 2017",CLE @ DEN,L,34,8,12,0.667,0,2,0.0,2,4,0.5,2,4,6,5,0,0,4,1,18,-30,1
22016,2544,0021601043,"Mar 19, 2017",CLE @ LAL,W,38,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,12,1
22016,2544,0021601014,"Mar 16, 2017",CLE vs. UTA,W,38,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,14,1
22016,2544,0021600999,"Mar 14, 2017",CLE vs. DET,W,28,6,12,0.5,0,2,0.0,4,5,0.8,0,11,11,12,0,0,2,0,16,22,1
22016,2544,0021600989,"Mar 12, 2017",CLE @ HOU,L,40,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,-9,1
22016,2544,0021600977,"Mar 11, 2017",CLE @ ORL,W,38,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,12,1
22016,2544,0021600960,"Mar 09, 2017",CLE @ DET,L,39,12,22,0.545,0,6,0.0,5,8,0.625,4,10,14,10,1,0,3,1,29,18,1
22016,2544,0021600936,"Mar 06, 2017",CLE vs. MIA,L,39,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,14,1
22016,2544,0021600913,"Mar 03, 2017",CLE @ ATL,W,39,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,5,1
22016,2544,0021600901,"Mar 01, 2017",CLE @ BOS,L,40,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,-3,1
22016,2544,0021600884,"Feb 27, 2017",CLE vs. MIL,W,37,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,8,1
22016,2544,0021600853,"Feb 23, 2017",CLE vs. NYK,W,37,7,11,0.636,0,2,0.0,4,6,0.667,0,13,13,15,0,3,6,1,18,10,1
22016,2544,0021600835,"Feb 15, 2017",CLE vs. IND,W,33,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,9,1
22016,2544,0021600832,"Feb 14, 2017",CLE @ MIN,W,40,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,11,1
22016,2544,0021600811,"Feb 11, 2017",CLE vs. DEN,W,33,11,16,0.688,1,1,1.0,4,4,1.0,0,5,5,12,2,0,6,1,27,26,1
22016,2544,0021600796,"Feb 09, 2017",CLE @ OKC,L,41,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,-4,1
