SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22014,2544,0021401203,"Apr 13, 2015",CLE vs. DET,W,32,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,19,1
22014,2544,0021401178,"Apr 10, 2015",CLE vs. BOS,L,26,5,14,0.357,0,5,0.0,4,9,0.444,0,3,3,7,1,0,3,1,14,1,1
22014,2544,0021401167,"Apr 08, 2015",CLE @ MIL,W,40,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,0,1
22014,2544,0021401148,"Apr 05, 2015",CLE vs. CHI,W,37,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,10,1
22014,2544,0021401124,"Apr 02, 2015",CLE vs. MIA,W,35,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,14,1
22014,2544,0021401092,"Mar 29, 2015",CLE vs. PHI,W,38,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,-4,1
22014,2544,0021401078,"Mar 27, 2015",CLE @ BKN,L,38,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,-1,1
22014,2544,0021401066,"Mar 25, 2015",CLE @ MEM,W,31,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,31,1
22014,2544,0021401037,"Mar 22, 2015",CLE @ MIL,W,39,10,17,0.588,1,4,0.25,7,7,1.0,2,8,10,6,5,1,5,1,28,4,1
22014,2544,0021401023,"Mar 20, 2015",CLE vs. IND,W,39,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,-7,1
22014,2544,0021401005,"Mar 18, 2015",CLE vs. BKN,W,35,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,13,1
22014,2544,0021400995,"Mar 16, 2015",CLE @ MIA,L,35,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,-17,1
22014,2544,0021400985,"Mar 15, 2015",CLE @ ORL,W,35,9,14,0.643,0,3,0.0,3,4,0.75,1,7,8,13,3,1,1,3,21,25,1
22014,2544,0021400964,"Mar 12, 2015",CLE @ SAS,W,44,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,4,1
22014,2544,0021400948,"Mar 10, 2015",CLE @ DAL,W,29,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,27,1
22014,2544,0021400924,"Mar 07, 2015",CLE vs. PHX,W,36,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,19,1
22014,2544,0021400915,"Mar 06, 2015",CLE @ ATL,L,40,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,-4,1
22014,2544,0021400900,"Mar 04, 2015",CLE @ TOR,W,37,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,6,1
22014,2544,0021400891,"Mar 03, 2015",CLE vs. BOS,W,26,12,23,0.522,0,1,0.0,3,3,1.0,1,2,3,5,3,1,1,0,27,35,1
22014,2544,0021400883,"Mar 01, 2015",CLE @ HOU,L,42,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,-8,1
22014,2544,0021400854,"Feb 26, 2015",CLE vs. GSW,W,36,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,9,1
22014,2544,0021400839,"Feb 24, 2015",CLE @ DET,W,39,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,27,1
22014,2544,0021400821,"Feb 22, 2015",CLE @ NYK,W,28,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,14,1
22014,2544,0021400809,"Feb 20, 2015",CLE @ WAS,W,25,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,30,1
22014,2544,0021400800,"Feb 12, 2015",CLE @ CHI,L,34,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,-27,1
22014,2544,0021400796,"Feb 11, 2015",CLE vs. MIA,W,31,6,16,0.375,0,4,0.0,6,7,0.857,0,9,9,7,1,0,5,2,18,19,1
22014,2544,0021400766,"Feb 08, 2015",CLE vs. LAL,W,30,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,15,1
22014,2544,0021400747,"Feb 06, 2015",CLE @ IND,L,39,10,21,0.476,0,4,0.0,5,8,0.625,0,6,6,5,2,1,7,3,25,-3,1
