SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22007,2544,0020701204,"Apr 14, 2008",CLE @ PHI,W,42,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,-5,0
22007,2544,0020701197,"Apr 13, 2008",CLE vs. MIA,W,35,3,9,0.333,0,1,0.0,7,9,0.778,0,11,11,7,1,2,5,1,13,-3,0
22007,2544,0020701179,"Apr 11, 2008",CLE @ CHI,L,38,13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,34,-10,0
22007,2544,0020701168,"Apr 09, 2008",CLE vs. NJN,W,35,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,10,0
22007,2544,0020701137,"Apr 05, 2008",CLE vs. ORL,L,42,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,-15,0
22007,2544,0020701123,"Apr 03, 2008",CLE vs. CHI,L,39,10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,33,-1,0
22007,2544,0020701114,"Apr 02, 2008",CLE @ CHA,W,31,11,19,0.579,1,4,0.25,6,6,1.0,2,2,4,5,3,2,4,6,29,3,0
22007,2544,0020701095,"Mar 30, 2008",CLE vs. PHI,W,42,11,18,0.611,1,2,0.5,3,3,1.0,3,6,9,9,3,1,1,4,26,7,0
22007,2544,0020701085,"Mar 29, 2008",CLE @ DET,L,35,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,-19,0
22007,2544,0020701062,"Mar 26, 2008",CLE vs. NOH,L,41,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,-3,0
22007,2544,0020701036,"Mar 22, 2008",CLE @ MIL,L,39,9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,29,-12,0
22007,2544,0020701024,"Mar 21, 2008",CLE vs. TOR,W,41,14,22,0.636,1,3,0.333,0,0,0.0,0,12,12,5,1,0,5,1,29,-3,0
22007,2544,0020701011,"Mar 19, 2008",CLE vs. DET,W,41,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,15,0
22007,2544,0020700992,"Mar 17, 2008",CLE @ ORL,L,42,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,-7,0
22007,2544,0020700987,"Mar 16, 2008",CLE vs. CHA,W,42,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,33,17,0
22007,2544,0020700963,"Mar 13, 2008",CLE @ WAS,L,43,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,25,3,0
22007,2544,0020700955,"Mar 12, 2008",CLE @ NJN,L,46,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,42,-4,0
22007,2544,0020700941,"Mar 10, 2008",CLE vs. POR,W,44,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,24,10,0
22007,2544,0020700924,"Mar 08, 2008",CLE vs. IND,W,38,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,15,0
22007,2544,0020700909,"Mar 06, 2008",CLE @ CHI,L,38,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,-21,0
22007,2544,0020700900,"Mar 05, 2008",CLE @ NYK,W,44,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,50,11,0
22007,2544,0020700875,"Mar 02, 2008",CLE vs. CHI,W,40,15,29,0.517,0,5,0.0,7,8,0.875,3,3,6,6,1,0,3,1,37,21,0
22007,2544,0020700861,"Feb 29, 2008",CLE vs. MIN,W,44,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,12,0
22007,2544,0020700849,"Feb 27, 2008",CLE @ BOS,L,39,7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,26,-13,0
22007,2544,0020700839,"Feb 26, 2008",CLE @ MIL,L,38,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,-2,0
22007,2544,0020700826,"Feb 24, 2008",CLE vs. MEM,W,39,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,19,0
22007,2544,0020700807,"Feb 22, 2008",CLE vs. WAS,W,45,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,2,0
22007,2544,0020700792,"Feb 20, 2008",CLE @ IND,W,43,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,14,0
22007,2544,0020700781,"Feb 19, 2008",CLE vs. HOU,L,42,7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,26,-8,0
22007,2544,0020700768,"Feb 13, 2008",CLE vs. SAS,L,43,17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,39,-4,0
22007,2544,0020700754,"Feb 11, 2008",CLE @ ORL,W,44,8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,10,0
22007,2544,0020700744,"Feb 10, 2008",CLE vs. DEN,L,33,11,23,0.478,2,5,0.4,6,6,1.0,1,4,5,3,2,0,5,1,30,-25,0
22007,2544,0020700730,"Feb 08, 2008",CLE @ ATL,W,44,11,24,0.458,0,3,0.0,4,4,1.0,4,7,11,7,2,1,1,2,26,5,0
22007,2544,0020700724,"Feb 07, 2008",CLE @ HOU,L,41,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,-11,0
22007,2544,0020700708,"Feb 05, 2008",CLE vs. BOS,W,42,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,12,0
22007,2544,0020700690,"Feb 02, 2008",CLE vs. LAC,W,44,8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,15,0
22007,2544,0020700672,"Jan 30, 2008",CLE @ POR,W,44,13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,3,0
